"Symbol","BestTP","BestSL","Profit","WinRate"
"BTC-USD-SWAP","0,5","0,6","1176,145","100"
"BTC-USDC-SWAP","0,5","0,6","1176,0495","100"
"BTC-USDT-SWAP","0,5","0,6","1175,995","100"
"YFI-USDT-SWAP","0,5","1,3","1115,075","100"
"ETH-USDC-SWAP","0,5","1,1","644,6605","100"
"ETH-USDT-SWAP","0,5","1,1","624,93955","100"
"ETH-USD-SWAP","0,5","1,2","604,32625","100"
"MKR-USDT-SWAP","0,5","3","567,9075","100"
"TAO-USDT-SWAP","0,5","1,9","107,199","100"
"AAVE-USDT-SWAP","0,5","1,6","74,55515","100"
"BCH-USDT-SWAP","0,6","1,9","41,448","100"
"BCH-USD-SWAP","0,5","1,9","37,4145","100"
"LTC-USDT-SWAP","0,5","1,8","32,85935","100"
"BNB-USDT-SWAP","0,5","1,3","31,6535","100"
"LTC-USD-SWAP","0,5","1,8","29,8205","100"
"SOL-USD-SWAP","0,5","1,7","28,3708","100"
"SOL-USDT-SWAP","0,5","1,7","28,3706","100"
"COMP-USDT-SWAP","0,5","2,5","17,8006","98,65"
"HYPE-USDT-SWAP","0,5","1,2","13,87862","100"
"ENS-USDT-SWAP","0,5","1,8","9,72651","100"
"LINK-USDT-SWAP","0,5","2,1","9,684015","100"
"LINK-USD-SWAP","0,5","2,1","9,36591","100"
"METIS-USDT-SWAP","0,5","2,6","9,35675","100"
"TRB-USDT-SWAP","0,5","2","7,6543","100"
"ETC-USDT-SWAP","0,5","2,2","6,63815","100"
"ETC-USD-SWAP","0,5","2,2","6,0612","100"
"INJ-USDT-SWAP","0,5","1,8","5,27941","100"
"SSV-USDT-SWAP","0,5","2","4,795465","100"
"GMX-USDT-SWAP","1,7","3","4,62587000","79,41"
"AVAX-USDT-SWAP","0,5","1,7","4,254095","100"
"AVAX-USD-SWAP","0,5","1,6","4,149475","100"
"ORDI-USDT-SWAP","0,5","2,3","4,065105","100"
"AR-USDT-SWAP","0,5","1,7","3,190825","100"
"UNI-USDT-SWAP","0,5","1,5","2,97698","98,33"
"UNI-USD-SWAP","0,5","1,5","2,820735","98,25"
"KSM-USDT-SWAP","0,5","1,8","2,80616","97,62"
"EGLD-USDT-SWAP","0,5","2,1","2,63565","100"
"IP-USDT-SWAP","0,5","2,6","2,3622163","98,75"
"CVX-USDT-SWAP","0,5","3","2,34559","100"
"FXS-USDT-SWAP","0,5","2,6","1,542445","100"
"NMR-USDT-SWAP","0,5","1,7","1,458435","100"
"LPT-USDT-SWAP","0,5","1,9","1,40206","100"
"RAY-USDT-SWAP","0,5","2,1","1,3632905","100"
"SPX-USDT-SWAP","0,5","2,4","1,285806","100"
"AUCTION-USDT-SWAP","0,5","2,2","1,249845","100"
"SUI-USDT-SWAP","0,5","2,3","1,143531","100"
"TRUMP-USDT-SWAP","0,5","1,9","1,1179","100"
"NEO-USDT-SWAP","0,5","2","1,111685","100"
"SUI-USD-SWAP","0,5","2,3","1,06811","100"
"ICP-USDT-SWAP","0,5","2,6","0,974875","100"
"RENDER-USDT-SWAP","0,5","2,3","0,962115","100"
"APT-USDT-SWAP","0,5","1,7","0,940495","100"
"AERO-USDT-SWAP","0,7","2,7","0,8832698","100"
"MORPHO-USDT-SWAP","0,5","2,9","0,832308","100"
"LDO-USDT-SWAP","0,5","3","0,772368","100"
"DOT-USDT-SWAP","0,5","1,7","0,73047","100"
"FARTCOIN-USDT-SWAP","0,5","2,1","0,703763","100"
"NEAR-USDT-SWAP","0,5","1,7","0,69813","100"
"VANA-USDT-SWAP","0,5","2,1","0,69165","100"
"DOT-USD-SWAP","0,5","1,6","0,691565","100"
"ETHFI-USDT-SWAP","0,5","2,8","0,673724","100"
"EIGEN-USDT-SWAP","0,5","2,1","0,645742","100"
"VIRTUAL-USDT-SWAP","0,5","2,6","0,6392245","100"
"TIA-USDT-SWAP","0,5","2,4","0,61654","100"
"ETHW-USDT-SWAP","0,5","2","0,58922500","98,65"
"ATOM-USDT-SWAP","0,5","2","0,57243","100"
"XRP-USD-SWAP","0,5","2,4","0,567444","100"
"XRP-USDT-SWAP","0,5","2,4","0,5505405","100"
"SOON-USDT-SWAP","2,1","3","0,51163833","88,12"
"AXS-USDT-SWAP","0,5","1,9","0,500875","100"
"LQTY-USDT-SWAP","0,5","2,1","0,499361","100"
"ZRO-USDT-SWAP","0,5","2,2","0,472655","100"
"GAS-USDT-SWAP","0,5","1,8","0,469085","100"
"CRV-USDT-SWAP","0,5","1,8","0,4579215","100"
"BERA-USDT-SWAP","0,5","2,5","0,456955","100"
"WIF-USDT-SWAP","0,5","2,5","0,4343235","100"
"GRASS-USDT-SWAP","0,5","3","0,41855300","97,71"
"JTO-USDT-SWAP","0,5","2","0,391885","100"
"ATOM-USD-SWAP","0,5","1,9","0,389945","100"
"WLD-USDT-SWAP","0,5","2,8","0,386276","100"
"TON-USDT-SWAP","0,6","1,8","0,381582","100"
"FIL-USDT-SWAP","0,5","1,9","0,355695","100"
"KAITO-USDT-SWAP","0,5","2,6","0,351736","100"
"SUSHI-USDT-SWAP","0,5","2,3","0,330096","98,8"
"FIL-USD-SWAP","0,6","1,8","0,318084","100"
"QTUM-USDT-SWAP","0,5","1,8","0,3139","100"
"OP-USDT-SWAP","0,5","1,5","0,3049255","100"
"XTZ-USDT-SWAP","0,5","2,7","0,2800549","98,63"
"UMA-USDT-SWAP","0,5","2,2","0,27338","100"
"SYRUP-USDT-SWAP","0,6","2,1","0,2404524","100"
"THETA-USDT-SWAP","0,5","2,2","0,2279155","100"
"MASK-USDT-SWAP","0,5","1,9","0,222425","100"
"JUP-USDT-SWAP","0,5","2,8","0,2121995","100"
"STX-USDT-SWAP","0,5","2,1","0,210426","100"
"MAGIC-USDT-SWAP","0,7","2,7","0,20960208","97,04"
"PI-USDT-SWAP","0,6","2,6","0,2067004","98,9"
"TREE-USDT-SWAP","0,5","2,4","0,2043189","95,04"
"ONDO-USDT-SWAP","0,5","2,2","0,203484","100"
"INIT-USDT-SWAP","0,5","2,2","0,2007345","100"
"ADA-USDT-SWAP","0,5","2","0,194133","100"
"IMX-USDT-SWAP","0,5","2,2","0,1931875","100"
"OP-USD-SWAP","0,5","1,5","0,1842555","100"
"BAND-USDT-SWAP","0,5","1,8","0,182205","100"
"ADA-USD-SWAP","0,5","2,1","0,177945","100"
"USELESS-USDT-SWAP","1,2","3","0,17648160","90,29"
"ARKM-USDT-SWAP","0,5","2,4","0,1636365","100"
"ARB-USDT-SWAP","0,5","2,1","0,160109","100"
"DYDX-USDT-SWAP","0,5","2,2","0,159451","100"
"ACE-USDT-SWAP","0,5","2,7","0,1589355","100"
"POPCAT-USDT-SWAP","0,5","2,8","0,15765","100"
"CTC-USDT-SWAP","0,5","2,1","0,1467285","100"
"SNX-USDT-SWAP","0,5","1,8","0,1467035","100"
"API3-USDT-SWAP","0,5","2,1","0,137346","100"
"XLM-USDT-SWAP","0,5","2,9","0,13341505","100"
"ME-USDT-SWAP","0,5","2,3","0,1297295","100"
"BNT-USDT-SWAP","0,5","1,5","0,1276195","100"
"LA-USDT-SWAP","0,5","2,7","0,1197551","97,65"
"S-USDT-SWAP","0,5","2,2","0,117614","100"
"PNUT-USDT-SWAP","0,5","2,3","0,107857","100"
"NEWT-USDT-SWAP","0,5","2,2","0,1059455","100"
"AGLD-USDT-SWAP","0,5","1,8","0,10573","100"
"SHELL-USDT-SWAP","0,9","2,8","0,1046069","96,34"
"GODS-USDT-SWAP","0,5","2,7","0,10341147","98,7"
"CFX-USDT-SWAP","0,5","2,5","0,10087975","98,99"
"MOODENG-USDT-SWAP","0,6","2,6","0,09946674","100"
"BIO-USDT-SWAP","1,2","2,9","0,09933401","87,66"
"MAJOR-USDT-SWAP","0,6","2,8","0,094548","100"
"SCR-USDT-SWAP","0,5","1,8","0,093719","100"
"APE-USDT-SWAP","0,5","2,8","0,0921535","100"
"RESOLV-USDT-SWAP","0,5","2,7","0,0912259","98,25"
"XLM-USD-SWAP","0,5","3","0,0911204","100"
"ALGO-USDT-SWAP","0,5","2,8","0,090979","100"
"DOGE-USD-SWAP","0,5","1,8","0,08947165","100"
"DOGE-USDT-SWAP","0,5","1,7","0,0894507","100"
"WAL-USDT-SWAP","0,5","1,7","0,0878735","100"
"HBAR-USDT-SWAP","0,5","1,9","0,0870096","100"
"CELO-USDT-SWAP","0,5","2","0,0852945","100"
"NXPC-USDT-SWAP","0,5","1,5","0,084147","100"
"OM-USDT-SWAP","0,5","2","0,082028","100"
"WCT-USDT-SWAP","0,5","2","0,081324","100"
"SPK-USDT-SWAP","0,5","2,4","0,0791255","99,31"
"CORE-USDT-SWAP","0,5","2","0,07737","100"
"LAYER-USDT-SWAP","0,5","1,8","0,0762515","100"
"1INCH-USDT-SWAP","0,5","1,8","0,0754871","98,28"
"AI16Z-USDT-SWAP","0,5","2,9","0,07217","100"
"COOKIE-USDT-SWAP","0,5","2,6","0,07041541","98,99"
"NEIROETH-USDT-SWAP","0,6","2,5","0,06861449","97,87"
"PARTI-USDT-SWAP","0,5","1,8","0,068465","100"
"A-USDT-SWAP","0,5","1,6","0,0612855","100"
"PROMPT-USDT-SWAP","0,5","2,1","0,0601413","100"
"GOAT-USDT-SWAP","0,6","2,9","0,05484462","100"
"YGG-USDT-SWAP","0,5","2,5","0,054726","100"
"CETUS-USDT-SWAP","0,5","2,6","0,0538399","100"
"FLOW-USDT-SWAP","0,5","1,9","0,053024","100"
"AIXBT-USDT-SWAP","0,5","1,9","0,0530233","98,84"
"PERP-USDT-SWAP","0,5","2","0,0529185","100"
"LAUNCHCOIN-USDT-SWAP","0,6","2,8","0,05269658","97,58"
"MERL-USDT-SWAP","0,5","2,3","0,04967365","100"
"BICO-USDT-SWAP","0,5","2,8","0,04930395","98,94"
"IOTA-USDT-SWAP","0,5","2,4","0,0493025","100"
"POL-USDT-SWAP","0,5","2,4","0,048204","100"
"MANA-USDT-SWAP","0,5","2,4","0,0481605","100"
"STORJ-USDT-SWAP","0,5","1,7","0,0478585","100"
"PRCL-USDT-SWAP","0,6","2,6","0,0471342","98,94"
"STRK-USDT-SWAP","0,5","2,1","0,045984","100"
"SAND-USDT-SWAP","0,5","2,1","0,0448425","100"
"UXLINK-USDT-SWAP","0,5","1,6","0,04323","100"
"VINE-USDT-SWAP","0,5","2,3","0,04194799","98,5"
"GLM-USDT-SWAP","0,5","2,3","0,0404815","100"
"JOE-USDT-SWAP","0,5","1,8","0,040443","100"
"CRO-USDT-SWAP","0,5","1,8","0,04016865","100"
"OL-USDT-SWAP","1","2,8","0,03790690","92,48"
"ZRX-USDT-SWAP","0,5","2,1","0,0372715","100"
"ZETA-USDT-SWAP","0,5","2,2","0,0364615","100"
"PYTH-USDT-SWAP","0,5","2,2","0,03614325","100"
"PLUME-USDT-SWAP","0,5","2,8","0,03588275","100"
"TNSR-USDT-SWAP","0,5","2,1","0,0345465","100"
"BRETT-USDT-SWAP","0,5","2,9","0,0334012","100"
"MINA-USDT-SWAP","0,5","1,9","0,032976","100"
"SAHARA-USDT-SWAP","0,5","2,1","0,03268235","100"
"AEVO-USDT-SWAP","0,5","2,3","0,0322494","100"
"BABY-USDT-SWAP","0,5","2,8","0,03208929","99,06"
"CATI-USDT-SWAP","0,5","2,8","0,03127505","100"
"W-USDT-SWAP","0,5","2,4","0,0308337","100"
"BLUR-USDT-SWAP","0,5","1,9","0,02466125","100"
"SONIC-USDT-SWAP","0,5","1,6","0,02327325","100"
"PENGU-USDT-SWAP","0,5","2,2","0,02326369","100"
"GRT-USDT-SWAP","0,5","1,9","0,02266275","100"
"LUNA-USDT-SWAP","0,5","2,3","0,021945","100"
"BAT-USDT-SWAP","0,5","2,1","0,0214965","100"
"H-USDT-SWAP","0,5","3","0,0211142","100"
"HOME-USDT-SWAP","0,5","2,1","0,01983826","98,23"
"GRIFFAIN-USDT-SWAP","0,5","2,5","0,0195792","99,07"
"MOVE-USDT-SWAP","0,5","1,8","0,0194623","100"
"WOO-USDT-SWAP","0,5","2,1","0,01871225","100"
"AVAAI-USDT-SWAP","0,5","2,9","0,01867869","98,66"
"ZK-USDT-SWAP","0,5","2,4","0,01735925","100"
"ALCH-USDT-SWAP","0,5","2,1","0,01732035","100"
"LRC-USDT-SWAP","0,5","1,6","0,01696445","100"
"ONT-USDT-SWAP","0,5","1,6","0,016931","100"
"MUBARAK-USDT-SWAP","0,5","2,7","0,0167857","100"
"ICX-USDT-SWAP","0,5","1,3","0,0166751","100"
"HUMA-USDT-SWAP","0,5","2,6","0,01633515","100"
"ENJ-USDT-SWAP","0,5","1,8","0,01496765","100"
"KMNO-USDT-SWAP","0,5","2","0,0132029","100"
"ARC-USDT-SWAP","0,5","2,8","0,01295545","100"
"SOPH-USDT-SWAP","0,5","2,1","0,01269035","100"
"ACT-USDT-SWAP","0,5","2,6","0,01243445","100"
"SWARMS-USDT-SWAP","0,5","2,7","0,01097128","98,29"
"SIGN-USDT-SWAP","0,5","1,9","0,0104223","100"
"CVC-USDT-SWAP","0,5","1,6","0,0091349","100"
"ATH-USDT-SWAP","0,5","2,7","0,0091151","100"
"GMT-USDT-SWAP","0,5","1,9","0,0085498","100"
"BIGTIME-USDT-SWAP","0,5","1,9","0,00822825","100"
"JELLYJELLY-USDT-SWAP","0,5","3","0,00774865","97,5"
"SOLV-USDT-SWAP","0,5","1,9","0,00759553","100"
"PEOPLE-USDT-SWAP","0,5","2,3","0,0074012","100"
"FLM-USDT-SWAP","0,5","2,3","0,00722245","100"
"ZEREBRO-USDT-SWAP","0,5","2,9","0,00710857","98,21"
"TRX-USD-SWAP","0,5","1,3","0,00675675","100"
"TRX-USDT-SWAP","0,5","1,3","0,00675615","100"
"GPS-USDT-SWAP","0,6","2,6","0,00656472","100"
"CHZ-USDT-SWAP","0,5","1,7","0,006467","100"
"GALA-USDT-SWAP","0,5","2,1","0,00492445","100"
"ACH-USDT-SWAP","0,5","2","0,00484335","100"
"RSR-USDT-SWAP","0,5","2,5","0,00348498","98,86"
"ANIME-USDT-SWAP","0,5","1,8","0,0033492","100"
"ONE-USDT-SWAP","0,5","1,9","0,00321838","100"
"USTC-USDT-SWAP","0,5","2,2","0,0031996","100"
"DOOD-USDT-SWAP","0,6","2,9","0,00266274","99,19"
"DUCK-USDT-SWAP","0,5","3","0,00259413","98,26"
"DGB-USDT-SWAP","0,5","2,8","0,00257006","100"
"RVN-USDT-SWAP","0,5","2,1","0,0024153","100"
"TURBO-USDT-SWAP","0,5","2,8","0,00212325","100"
"WAXP-USDT-SWAP","0,5","1,6","0,0019192","100"
"DOG-USDT-SWAP","0,5","2,7","0,00189427","97,79"
"DEGEN-USDT-SWAP","0,5","1,8","0,00186064","100"
"PUMP-USDT-SWAP","0,5","2,9","0,00176265","98,33"
"T-USDT-SWAP","0,5","1,2","0,00164125","100"
"ORBS-USDT-SWAP","0,5","2,1","0,00163475","100"
"ZIL-USDT-SWAP","0,5","1,6","0,00157765","100"
"ZENT-USDT-SWAP","0,5","2,6","0,00154812","100"
"MEW-USDT-SWAP","0,5","2,6","0,00118457","100"
"JST-USDT-SWAP","0,5","1,4","0,0011772","100"
"SLP-USDT-SWAP","0,5","2,8","0,00097012","100"
"NOT-USDT-SWAP","0,5","2,3","0,00086699","100"
"BOME-USDT-SWAP","0,5","2,5","0,00072388","100"
"MEME-USDT-SWAP","0,5","2","0,00053800","98,48"
"IOST-USDT-SWAP","0,5","1,6","0,00048666","100"
"HMSTR-USDT-SWAP","0,5","1,9","0,00019703","100"
"NEIRO-USDT-SWAP","0,5","2,7","0,00017892","98,91"
"FLOKI-USDT-SWAP","0,5","1,9","5,874E-05","100"
"DOGS-USDT-SWAP","0,5","2,3","4,662E-05","100"
"BONK-USDT-SWAP","0,5","2,4","1,471E-05","100"
"LUNC-USDT-SWAP","0,5","1,5","7,74E-06","100"
"PEPE-USDT-SWAP","0,5","1,9","4,76E-06","100"
"SHIB-USDT-SWAP","0,5","1,7","2,04E-06","100"
"XAUT-USDT-SWAP","0,5","0,5","0","0"
